Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,User_Score,Rating,cluster
Devil May Cry,PS2,2001.0,Action,2.99,94.0,8.5,M,0
Star Wars: The Old Republic,PC,2011.0,Role-Playing,2.96,85.0,5.9,T,1
Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,2.96,84.0,8.1,M,3
Sonic Heroes,PS2,2003.0,Platform,2.96,64.0,7.8,E,0
Hitman 2: Silent Assassin,PS2,2002.0,Action,2.96,85.0,7.8,M,3
Titanfall,XOne,2014.0,Shooter,2.95,86.0,6.4,M,1
Battlefield: Bad Company 2,PS3,2010.0,Shooter,2.95,88.0,8.5,M,1
SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,2.94,87.0,9.0,M,0
Pac-Man Collection,GBA,2001.0,Puzzle,2.94,79.0,7.8,E,0
Street Fighter IV,X360,2009.0,Fighting,2.94,93.0,7.3,T,3
inFAMOUS,PS3,2009.0,Action,2.93,85.0,8.3,T,3
Kirby Super Star Ultra,DS,2008.0,Platform,2.92,76.0,8.8,E,0
Call of Duty: Ghosts,XOne,2013.0,Shooter,2.92,78.0,4.3,M,1
Mass Effect,X360,2007.0,Role-Playing,2.91,91.0,8.7,M,1
Sonic Mega Collection Plus,PS2,2004.0,Misc,2.9,73.0,8.6,E,0
World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,2.9,93.0,9.0,E,0
Sega Superstars Tennis,X360,2008.0,Sports,2.89,67.0,6.8,E10+,1
Hot Shots Golf 3,PS2,2001.0,Sports,2.89,85.0,8.9,E,0
Cooking Mama: Cook Off,Wii,2007.0,Simulation,2.89,61.0,5.3,E,1
Call of Duty: Finest Hour,PS2,2004.0,Shooter,2.89,76.0,7.7,T,0
WarioWare: Smooth Moves,Wii,2006.0,Puzzle,2.89,83.0,7.4,E10+,1
Madden NFL 13,X360,2012.0,Sports,2.86,81.0,5.8,E,1
The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,2.86,87.0,8.7,T,1
Assassin's Creed IV: Black Flag,PS4,2013.0,Action,2.85,83.0,7.8,M,3
Mortal Kombat,PS3,2011.0,Fighting,2.84,84.0,8.4,M,3
Madden NFL 10,X360,2009.0,Sports,2.83,85.0,6.1,E,1
BioShock,X360,2007.0,Shooter,2.83,96.0,8.9,M,1
Metroid Prime,GC,2002.0,Shooter,2.82,97.0,9.3,T,0
Assassin's Creed: Brotherhood,PS3,2010.0,Action,2.82,90.0,8.2,M,3
Medal of Honor,PS3,2010.0,Shooter,2.81,75.0,7.5,M,1
inFAMOUS: Second Son,PS4,2014.0,Action,2.79,80.0,7.9,T,3
NBA Street,PS2,2001.0,Sports,2.79,89.0,8.6,E,0
Jak II,PS2,2003.0,Platform,2.78,87.0,8.2,T,0
Need for Speed: Hot Pursuit,PS3,2010.0,Racing,2.78,89.0,7.2,E10+,1
Skylanders: Spyro's Adventure,Wii,2011.0,Action,2.78,81.0,5.6,E10+,3
Battlefield 3,PC,2011.0,Shooter,2.78,89.0,7.5,M,1
Mortal Kombat X,PS4,2015.0,Fighting,2.78,83.0,7.7,M,3
The Sims,PS2,2003.0,Simulation,2.77,83.0,7.7,T,0
Killzone 3,PS3,2011.0,Shooter,2.77,84.0,7.9,M,1
Star Wars: The Force Unleashed,X360,2008.0,Action,2.77,73.0,6.7,T,3
Yoshi's Island DS,DS,2006.0,Platform,2.76,81.0,7.4,E,0
Saints Row: The Third,X360,2011.0,Action,2.76,84.0,7.6,M,3
Tekken 6,PS3,2009.0,Fighting,2.75,79.0,7.4,T,3
Sonic and the Secret Rings,Wii,2007.0,Platform,2.73,69.0,6.6,E,1
The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,2.7,95.0,9.1,E,0
Onimusha: Warlords,PS2,2001.0,Action,2.7,86.0,8.2,M,0
L.A. Noire,X360,2011.0,Adventure,2.7,89.0,7.8,M,3
Call of Duty 3,X360,2006.0,Shooter,2.7,82.0,6.5,T,1
Madden NFL 12,X360,2011.0,Sports,2.69,78.0,5.9,E,1
LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,2.69,84.0,9.0,E10+,3
Killzone: Shadow Fall,PS4,2013.0,Shooter,2.69,73.0,6.8,M,1
Madden NFL 11,X360,2010.0,Sports,2.69,84.0,5.7,E,1
Burnout 3: Takedown,PS2,2004.0,Racing,2.68,93.0,9.1,T,0
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,2.67,79.0,7.7,E,0
Professor Layton and the Last Specter,DS,2009.0,Puzzle,2.67,83.0,8.7,E10+,0
Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,2.67,77.0,8.2,T,0
Medal of Honor,PS,1998.0,Shooter,2.67,92.0,8.6,T,0
Fable,XB,2004.0,Role-Playing,2.66,85.0,8.5,M,1
Guitar Hero: World Tour,X360,2008.0,Misc,2.66,85.0,6.3,T,3
FIFA 17,XOne,2016.0,Sports,2.65,84.0,5.5,E,1
Tom Clancy's Splinter Cell,PS2,2003.0,Action,2.65,89.0,7.7,T,3
Need for Speed: Shift,PS3,2009.0,Racing,2.65,84.0,6.9,E,1
Medal of Honor Heroes,PSP,2006.0,Shooter,2.65,71.0,7.9,T,1
Final Fantasy XIII-2,PS3,2011.0,Role-Playing,2.63,79.0,6.6,T,1
Midnight Club: Street Racing,PS2,2000.0,Racing,2.63,78.0,7.8,T,0
Skate 3,X360,2010.0,Sports,2.63,80.0,8.0,T,1
ESPN NFL 2K5,PS2,2004.0,Sports,2.62,90.0,8.2,E,0
Halo Wars,X360,2009.0,Strategy,2.62,82.0,7.2,T,1
NBA 2K12,X360,2011.0,Sports,2.62,90.0,7.7,E,1
FIFA Soccer 10,X360,2009.0,Sports,2.62,90.0,7.5,E,1
Medal of Honor,X360,2010.0,Shooter,2.61,74.0,6.7,M,1
Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,2.61,71.0,7.6,E,0
God of War Collection,PS3,2009.0,Action,2.6,91.0,8.7,M,3
NBA Live 2005,PS2,2004.0,Sports,2.59,84.0,8.1,E,0
Mario Strikers Charged,Wii,2007.0,Sports,2.58,79.0,8.0,E10+,1
FIFA Soccer 09,PS3,2008.0,Sports,2.58,87.0,7.5,E,1
Style Savvy,DS,2008.0,Simulation,2.58,73.0,7.7,E,0
WWE SmackDown vs. RAW 2007,PS2,2006.0,Fighting,2.58,80.0,8.6,T,3
LEGO Star Wars: The Complete Saga,X360,2007.0,Action,2.57,80.0,7.4,E10+,3
Madden NFL 08,PS2,2007.0,Sports,2.57,78.0,7.8,E,0
Monster Hunter Freedom 2,PSP,2007.0,Role-Playing,2.57,72.0,8.7,T,1
Sonic Adventure 2 Battle,GC,2001.0,Platform,2.56,73.0,8.3,E,0
Madden NFL 13,PS3,2012.0,Sports,2.56,83.0,5.5,E,1
Dragon Age: Origins,X360,2009.0,Role-Playing,2.56,86.0,7.9,M,1
Pokémon Colosseum,GC,2003.0,Role-Playing,2.54,73.0,8.0,E,0
LittleBigPlanet,PSP,2009.0,Platform,2.54,87.0,7.8,E10+,1
Madden NFL 09,X360,2008.0,Sports,2.53,83.0,7.0,E,1
Crazy Taxi,PS2,2001.0,Racing,2.52,80.0,7.9,T,0
Art Academy,DS,2010.0,Misc,2.52,75.0,8.0,E,0
NBA 2K14,X360,2013.0,Sports,2.52,87.0,4.9,E,1
Skylanders Giants,Wii,2012.0,Action,2.52,78.0,7.0,E10+,3
Deca Sports,Wii,2008.0,Sports,2.5,50.0,5.4,E,2
Marvel: Ultimate Alliance,X360,2006.0,Role-Playing,2.5,82.0,7.5,T,1
Mortal Kombat: Deadly Alliance,PS2,2002.0,Fighting,2.49,79.0,8.8,M,0
Game Party,Wii,2007.0,Misc,2.48,25.0,4.3,E,2
Bloodborne,PS4,2015.0,Action,2.48,92.0,8.6,M,3
Mario Party 4,GC,2002.0,Misc,2.47,70.0,7.4,E,0
Pure,X360,2008.0,Racing,2.47,85.0,7.7,E,1
NBA 2K13,PS3,2012.0,Sports,2.47,90.0,8.0,E,1
Saints Row: The Third,PS3,2011.0,Action,2.47,82.0,7.7,M,3
Resistance 2,PS3,2008.0,Shooter,2.46,87.0,6.1,M,1
NBA 2K15,PS4,2014.0,Sports,2.45,83.0,7.0,E,1
Final Fantasy Tactics,PS,1997.0,Role-Playing,2.45,83.0,8.2,T,0
Midnight Club: Los Angeles,PS3,2008.0,Racing,2.45,82.0,8.2,T,3
The Sims: Bustin' Out,PS2,2003.0,Simulation,2.43,81.0,8.4,T,0
LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,2.43,79.0,8.0,E10+,3
Call of Duty: Infinite Warfare,XOne,2016.0,Shooter,2.42,78.0,3.1,M,1
Madden NFL 16,XOne,2015.0,Sports,2.42,84.0,6.1,E,1
Tom Clancy's Rainbow Six: Vegas 2,X360,2008.0,Shooter,2.42,82.0,7.8,M,1
Need for Speed Carbon: Own the City,PSP,2006.0,Racing,2.42,73.0,7.9,E10+,1
Dragon Ball Z: Budokai 2,PS2,2003.0,Fighting,2.41,66.0,8.2,T,3
pro evolution soccer 2011,PS3,2010.0,Sports,2.41,77.0,6.8,E,1
ATV Offroad Fury,PS2,2001.0,Racing,2.41,82.0,8.4,E,0
Need for Speed: ProStreet,PS2,2007.0,Racing,2.41,62.0,6.2,E10+,2
Halo: Combat Evolved Anniversary,X360,2011.0,Shooter,2.4,82.0,8.1,M,1
Guitar Hero,PS2,2005.0,Misc,2.38,91.0,8.7,T,3
Madden NFL 11,PS3,2010.0,Sports,2.38,83.0,6.1,E,1
Dead Island,X360,2011.0,Action,2.37,71.0,6.9,M,3
Half-Life 2,PC,2004.0,Shooter,2.37,96.0,9.1,M,0
The Incredibles,PS2,2004.0,Action,2.37,62.0,7.6,T,3
Madden NFL 08,X360,2007.0,Sports,2.37,85.0,6.4,E,1
Tony Hawk's Underground 2,PS2,2004.0,Sports,2.37,83.0,8.8,T,0
Zumba Fitness,X360,2010.0,Sports,2.37,42.0,5.5,E,2
Madden NFL 10,PS3,2009.0,Sports,2.37,85.0,6.8,E,1
Midnight Club: Los Angeles,X360,2008.0,Racing,2.35,81.0,8.5,T,1
Kinect: Disneyland Adventures,X360,2011.0,Misc,2.35,73.0,2.9,E10+,2
WWE SmackDown vs Raw 2008,PS2,2007.0,Fighting,2.34,71.0,7.2,T,3
The Legend of Zelda: Majora's Mask 3D,3DS,2015.0,Action,2.34,89.0,9.0,E10+,3
Resident Evil - Code: Veronica X,PS2,2001.0,Action,2.34,84.0,8.4,M,0
NBA 2K16,XOne,2015.0,Sports,2.34,86.0,6.2,E10+,1
Kinect Sports: Season Two,X360,2011.0,Sports,2.34,66.0,6.5,E,1
James Bond 007: Everything or Nothing,PS2,2004.0,Shooter,2.31,84.0,9.1,T,0
Need For Speed: High Stakes,PS,1999.0,Racing,2.31,86.0,8.5,E,0
Guild Wars 2,PC,2012.0,Action,2.31,90.0,7.9,T,3
Paper Mario: Sticker Star,3DS,2012.0,Role-Playing,2.3,75.0,5.6,E,0
Batman: Arkham Origins,PS3,2013.0,Action,2.29,76.0,7.7,T,3
LEGO Star Wars: The Complete Saga,PS3,2007.0,Action,2.29,80.0,6.7,E10+,3
Need for Speed Underground 2,XB,2004.0,Racing,2.28,77.0,8.7,E,1
Pro Evolution Soccer 2010,PS3,2009.0,Sports,2.28,78.0,6.7,E,1
FIFA Soccer 09,PS2,2008.0,Sports,2.28,82.0,6.9,E,1
LEGO Harry Potter: Years 1-4,DS,2010.0,Action,2.28,72.0,7.2,E10+,3
The Sims 3,X360,2010.0,Simulation,2.28,76.0,7.1,T,1
Pokemon Ranger: Shadows of Almia,DS,2008.0,Role-Playing,2.28,68.0,8.2,E,0
Dead Island,PS3,2011.0,Action,2.27,71.0,6.6,M,3
Kirby: Nightmare in Dream Land,GBA,2002.0,Platform,2.27,81.0,8.9,E,0
Wario Land 4,GBA,2001.0,Platform,2.26,88.0,8.9,E,0
Sonic's Ultimate Genesis Collection,PS3,2009.0,Misc,2.26,80.0,8.6,E10+,3
Far Cry: Primal,PS4,2016.0,Action,2.26,76.0,6.3,M,3
Battlefield 1,XOne,2016.0,Shooter,2.25,87.0,8.2,M,1
Onimusha 2: Samurai's Destiny,PS2,2002.0,Adventure,2.25,84.0,9.0,M,0
Paper Mario: The Thousand-Year Door,GC,2004.0,Role-Playing,2.25,87.0,9.4,E,0
Madden NFL 12,PS3,2011.0,Sports,2.25,79.0,5.5,E,1
God of War: Ascension,PS3,2013.0,Action,2.25,80.0,7.5,M,3
Guitar Hero III: Legends of Rock,PS3,2007.0,Misc,2.24,83.0,7.8,T,3
Sonic Advance,GBA,2001.0,Platform,2.24,87.0,8.1,E,0
Super Monkey Ball: Banana Blitz,Wii,2006.0,Misc,2.24,74.0,5.7,E,1
New Super Luigi U,WiiU,2013.0,Platform,2.24,77.0,7.9,E,1
Spyro: Season of Ice,GBA,2001.0,Platform,2.23,74.0,8.0,E,0
Dissidia: Final Fantasy,PSP,2008.0,Fighting,2.23,79.0,8.0,T,3
Madden NFL 25,X360,2013.0,Sports,2.23,80.0,5.6,E,1
Borderlands 2,PS3,2012.0,Shooter,2.23,91.0,8.2,M,1
Prince of Persia: The Sands of Time,PS2,2003.0,Action,2.22,92.0,8.8,T,3
Monster Hunter Tri,Wii,2009.0,Role-Playing,2.22,84.0,8.6,T,1
LEGO Marvel Super Heroes,X360,2013.0,Action,2.22,80.0,7.6,E10+,3
Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,2.21,73.0,7.3,M,1
Star Wars: The Force Unleashed,PS3,2008.0,Action,2.21,71.0,6.6,T,3
Guitar Hero II,X360,2007.0,Misc,2.2,92.0,8.1,T,3
Forza Motorsport 5,XOne,2013.0,Racing,2.2,79.0,5.9,E,1
Rock Band 2,X360,2008.0,Misc,2.2,92.0,8.3,T,3
Need for Speed: Hot Pursuit,X360,2010.0,Racing,2.2,88.0,7.0,E10+,1
LEGO Indiana Jones: The Original Adventures,DS,2008.0,Action,2.2,80.0,7.9,E,0
BioShock 2,X360,2010.0,Shooter,2.2,88.0,8.2,M,1
Star Wars: Knights of the Old Republic,XB,2003.0,Role-Playing,2.19,94.0,9.2,T,1
Madden NFL 15,PS4,2014.0,Sports,2.19,81.0,6.1,E,1
Pro Evolution Soccer 2012,PS3,2011.0,Action,2.19,80.0,6.6,E,3
Saints Row,X360,2006.0,Action,2.18,81.0,7.5,M,3
ATV Offroad Fury 2,PS2,2002.0,Racing,2.18,82.0,8.9,E,0
FIFA 15,XOne,2014.0,Sports,2.18,82.0,5.4,E,1
Tom Clancy's The Division,XOne,2016.0,Shooter,2.16,80.0,6.9,M,1
Final Fantasy XIII,X360,2010.0,Role-Playing,2.16,82.0,6.3,T,1
The Sims: House Party,PC,2001.0,Simulation,2.16,74.0,7.9,T,0
Scribblenauts,DS,2009.0,Puzzle,2.16,79.0,7.6,E10+,0
Sonic Unleashed,Wii,2008.0,Platform,2.16,66.0,7.3,E10+,1
Pokemon Ranger,DS,2006.0,Role-Playing,2.15,69.0,7.6,E,0
Overwatch,PS4,2016.0,Shooter,2.14,90.0,6.1,T,1
Hitman: Absolution,PS3,2012.0,Action,2.14,83.0,7.5,M,3
Call of Duty: Roads to Victory,PSP,2007.0,Shooter,2.13,64.0,7.5,T,1
Dance Dance Revolution Extreme,PS2,2004.0,Simulation,2.13,77.0,9.0,E,0
Final Fantasy Tactics Advance,GBA,2003.0,Role-Playing,2.13,87.0,7.8,E,0
Your Shape featuring Jenny McCarthy,Wii,2009.0,Sports,2.12,62.0,5.2,E,1
Project Gotham Racing,XB,2001.0,Racing,2.12,85.0,8.2,E,1
NBA 2K12,PS3,2011.0,Sports,2.11,90.0,6.7,E,1
Need for Speed: Hot Pursuit 2,PS2,2002.0,Racing,2.11,89.0,8.5,E,0
Dynasty Warriors 4,PS2,2003.0,Action,2.11,78.0,9.3,T,3
NBA 2K14,PS3,2013.0,Sports,2.11,84.0,4.9,E,1
Parasite Eve,PS,1998.0,Role-Playing,2.1,81.0,8.9,M,0
Tetris DS,DS,2006.0,Puzzle,2.1,84.0,8.7,E,0
Battlefield: Hardline,PS4,2015.0,Shooter,2.1,73.0,5.0,M,1
Mortal Kombat,X360,2011.0,Fighting,2.1,86.0,8.3,M,3
Borderlands,PS3,2009.0,Shooter,2.09,83.0,7.9,M,1
Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,2.09,84.0,9.0,M,3
NBA 2K11,X360,2010.0,Action,2.09,89.0,8.1,E,3
Dying Light,PS4,2015.0,Action,2.09,74.0,7.9,M,3
Dead Rising,X360,2006.0,Action,2.08,85.0,7.6,M,3
World of Warcraft: Cataclysm,PC,2010.0,Role-Playing,2.08,90.0,5.6,T,1
Tetris Worlds,PS2,2002.0,Puzzle,2.08,44.0,6.2,E,2
Final Fantasy III,DS,2006.0,Role-Playing,2.08,77.0,7.1,E10+,0
Mario Party 5,GC,2003.0,Misc,2.08,69.0,8.2,E,0
Portal 2,X360,2011.0,Shooter,2.08,95.0,8.5,E10+,1
Mario Sports Mix,Wii,2010.0,Sports,2.08,64.0,7.1,E,1
Need for Speed: Most Wanted 5-1-0,PSP,2005.0,Racing,2.07,72.0,7.8,E10+,1
The Sims 2: Pets,DS,2006.0,Simulation,2.07,49.0,5.2,E,2
Dance Dance Revolution: Hottest Party,Wii,2007.0,Simulation,2.07,73.0,7.1,E10+,1
DriveClub,PS4,2014.0,Racing,2.07,71.0,6.1,E,1
UFC 2009 Undisputed,X360,2009.0,Fighting,2.06,83.0,7.9,T,3
Metal Gear Solid: Peace Walker,PSP,2010.0,Action,2.06,89.0,8.9,T,3
Kingdom Hearts: Birth by Sleep,PSP,2010.0,Role-Playing,2.06,82.0,8.6,E10+,1
SoulCalibur II,PS2,2003.0,Fighting,2.06,92.0,8.8,T,3
Need for Speed: ProStreet,X360,2007.0,Racing,2.05,72.0,7.1,E10+,1
Sonic Mega Collection,GC,2002.0,Misc,2.05,75.0,8.8,E,0
Need For Speed: Undercover,PS3,2008.0,Racing,2.05,59.0,5.9,T,2
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006.0,Shooter,2.04,72.0,9.0,T,0
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005.0,Action,2.04,82.0,8.2,T,3
Need for Speed: ProStreet,PS3,2007.0,Racing,2.04,73.0,6.0,E10+,1
Donkey Kong Country,GBA,2003.0,Platform,2.04,78.0,8.9,E,0
Dance Central 2,X360,2011.0,Misc,2.04,86.0,8.2,T,3
Carnival Games,DS,2008.0,Misc,2.03,48.0,3.3,E,2
NBA Live 2004,PS2,2003.0,Sports,2.03,86.0,7.7,E,0
Call of Duty 2,X360,2005.0,Shooter,2.03,89.0,8.1,T,1
Rayman Raving Rabbids: TV Party,Wii,2008.0,Misc,2.03,73.0,7.7,E10+,1
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005.0,Role-Playing,2.02,62.0,8.1,E,0
Dark Souls,PS3,2011.0,Role-Playing,2.02,89.0,8.7,M,1
Just Dance 3,X360,2011.0,Misc,2.02,70.0,7.7,E10+,1
Battlefield 4,XOne,2013.0,Shooter,2.02,81.0,6.6,M,1
Fire Emblem: Awakening,3DS,2012.0,Role-Playing,2.01,92.0,9.1,T,0
Need for Speed: The Run,PS3,2011.0,Action,2.01,64.0,6.4,T,3
Dragon Age: Inquisition,PS4,2014.0,Role-Playing,2.01,89.0,7.4,M,1
Dead Space,PS3,2008.0,Action,2.0,88.0,8.8,M,3
Mortal Kombat vs. DC Universe,PS3,2008.0,Fighting,2.0,76.0,7.1,T,3
TouchMaster,DS,2007.0,Puzzle,2.0,71.0,5.7,E10+,0
Tenchu: Stealth Assassins,PS,1997.0,Action,1.99,87.0,8.8,M,0
Harry Potter and the Chamber of Secrets,GBA,2002.0,Action,1.99,76.0,7.9,E,0
Kingdom Hearts 358/2 Days,DS,2009.0,Role-Playing,1.98,75.0,7.8,E10+,0
Skate 3,PS3,2010.0,Sports,1.98,80.0,7.6,T,1
Need for Speed Rivals,PS4,2013.0,Racing,1.98,80.0,6.2,E10+,1
Spyro: Enter the Dragonfly,PS2,2002.0,Platform,1.97,56.0,4.1,E,2
Devil May Cry 2,PS2,2003.0,Action,1.97,68.0,6.6,M,3
Hot Shots Golf: Open Tee,PSP,2004.0,Sports,1.96,81.0,8.7,E10+,1
Forza Horizon,X360,2012.0,Racing,1.96,85.0,8.4,T,1
Tom Clancy's Rainbow Six: Vegas,X360,2006.0,Shooter,1.95,88.0,8.3,M,1
Crash Nitro Kart,PS2,2003.0,Racing,1.95,69.0,7.7,E,0
Resident Evil 6,X360,2012.0,Shooter,1.95,67.0,5.0,M,1
Grand Theft Auto: San Andreas,XB,2005.0,Action,1.95,93.0,8.6,AO,1
NBA Street Vol. 2,PS2,2003.0,Sports,1.95,90.0,8.8,E,0
Def Jam Vendetta,PS2,2003.0,Fighting,1.94,80.0,8.9,T,3
Kirby Squeak Squad,DS,2006.0,Platform,1.94,71.0,8.1,E,0
Burnout Paradise,PS3,2008.0,Racing,1.94,87.0,7.7,E10+,1
The Sims 3,PS3,2010.0,Simulation,1.94,78.0,6.4,T,1
FIFA Soccer 09,X360,2008.0,Sports,1.94,87.0,8.0,E,1
Dragon Ball Z: Budokai 3,PS2,2004.0,Fighting,1.94,77.0,8.9,T,3
Call of Duty: World at War,Wii,2008.0,Shooter,1.94,83.0,7.6,M,1
Tom Clancy's Ghost Recon,PS2,2002.0,Shooter,1.94,63.0,8.3,M,0
BioShock Infinite,X360,2013.0,Shooter,1.93,93.0,8.5,M,1
X-Men Legends,PS2,2004.0,Role-Playing,1.93,79.0,8.5,T,0
Mortal Kombat vs. DC Universe,X360,2008.0,Fighting,1.93,72.0,7.5,T,3
Destiny: The Taken King,PS4,2015.0,Shooter,1.93,86.0,6.0,T,1
Red Faction,PS2,2001.0,Shooter,1.92,88.0,8.0,M,0
The Sims: Makin' Magic,PC,2003.0,Simulation,1.92,80.0,8.6,T,0
Mario Party: Island Tour,3DS,2013.0,Misc,1.92,57.0,6.3,E,2
MX Unleashed,PS2,2004.0,Racing,1.92,80.0,9.2,E,0
PaRappa The Rapper,PS,1996.0,Misc,1.92,92.0,7.4,K-A,0
Guitar Hero: World Tour,PS3,2008.0,Misc,1.92,84.0,7.5,T,3
Need for Speed: Shift,X360,2009.0,Racing,1.91,83.0,6.5,E,1
Diablo III,PS3,2013.0,Role-Playing,1.91,86.0,6.4,M,1
LittleBigPlanet 3,PS4,2014.0,Platform,1.91,79.0,7.1,E,1
Star Wars Rogue Leader: Rogue Squadron II,GC,2001.0,Simulation,1.9,90.0,8.6,T,0
Mario Super Sluggers,Wii,2008.0,Sports,1.89,69.0,7.8,E,1
Monopoly,Wii,2008.0,Misc,1.89,70.0,7.8,E,1
Madden NFL 09,PS3,2008.0,Sports,1.88,85.0,4.4,E,1
Batman: Arkham Origins,X360,2013.0,Action,1.88,74.0,7.5,T,3
Game Party 2,Wii,2008.0,Misc,1.88,29.0,4.6,E,2
Mortal Kombat: Deception,PS2,2004.0,Fighting,1.88,81.0,8.5,M,0
NBA 2K17,PS4,2016.0,Sports,1.88,88.0,6.7,E,1
Toy Story Mania!,Wii,2009.0,Misc,1.88,49.0,6.6,E,2
Star Fox Adventures,GC,2002.0,Adventure,1.87,82.0,7.7,T,0
Madden NFL 25,PS3,2013.0,Sports,1.87,76.0,4.1,E,1
Dynasty Warriors 3,PS2,2001.0,Action,1.87,78.0,9.1,T,3
Madden NFL 06,XB,2005.0,Sports,1.86,86.0,6.7,E,1
Shrek 2,PS2,2004.0,Platform,1.86,71.0,8.5,E,0
The Legend of Dragoon,PS,1999.0,Role-Playing,1.86,74.0,8.4,T,0
Star Wars: The Force Unleashed,Wii,2008.0,Action,1.86,71.0,7.9,T,3
NBA Live 2002,PS2,2001.0,Sports,1.86,70.0,7.4,E,0
Just Cause 3,PS4,2015.0,Action,1.86,73.0,6.5,M,3
Chrono Cross,PS,1999.0,Role-Playing,1.86,94.0,8.1,T,0
Jak 3,PS2,2004.0,Platform,1.85,84.0,8.6,T,0
Kingdom Hearts: Chain of Memories,GBA,2004.0,Role-Playing,1.85,76.0,7.9,E,0
Max Payne 3,PS3,2012.0,Shooter,1.85,87.0,7.8,M,1
LEGO Marvel Super Heroes,PS3,2013.0,Action,1.84,82.0,7.9,E10+,3
Phineas and Ferb,DS,2009.0,Action,1.84,80.0,4.5,E,2
NCAA Football 06,PS2,2005.0,Sports,1.84,87.0,8.5,E,0
Rayman Raving Rabbids 2,Wii,2007.0,Misc,1.83,67.0,8.3,E10+,1
Kirby: Triple Deluxe,3DS,2014.0,Platform,1.83,80.0,8.8,E,0
Sonic Classic Collection,DS,2010.0,Platform,1.83,70.0,7.5,E,0
inFAMOUS 2,PS3,2011.0,Action,1.82,83.0,8.4,T,3
World of Warcraft: Mists of Pandaria,PC,2012.0,Role-Playing,1.82,82.0,4.8,T,1
Namco Museum,PS2,2001.0,Misc,1.82,72.0,6.0,E,0
The Sims: Hot Date,PC,2001.0,Simulation,1.82,85.0,7.9,T,0
Demon's Souls,PS3,2009.0,Role-Playing,1.82,89.0,8.9,M,1
The Orange Box,X360,2007.0,Shooter,1.82,96.0,8.9,M,1
DDRMAX2: Dance Dance Revolution,PS2,2003.0,Simulation,1.81,82.0,8.2,E,0
Virtua Fighter 4,PS2,2002.0,Fighting,1.81,94.0,8.0,T,0
Mafia III,PS4,2016.0,Action,1.81,68.0,5.1,M,3
Sly 2: Band of Thieves,PS2,2004.0,Platform,1.81,88.0,9.0,E,0
Sonic Advance 2,GBA,2002.0,Platform,1.8,83.0,8.3,E,0
Madden NFL 07,X360,2006.0,Sports,1.8,80.0,6.0,E,1
NBA 2K11,PS3,2010.0,Action,1.8,89.0,7.6,E,3
Forza Motorsport 6,XOne,2015.0,Racing,1.8,87.0,7.9,E,1
The Evil Within,PS4,2014.0,Action,1.79,75.0,7.3,M,3
Metroid Prime 3: Corruption,Wii,2007.0,Shooter,1.79,90.0,8.9,T,1
Midnight Club II,PS2,2003.0,Racing,1.78,85.0,8.5,T,0
The Getaway: Black Monday,PS2,2004.0,Action,1.78,57.0,7.6,M,3
50 Cent: Bulletproof,PS2,2005.0,Action,1.77,47.0,6.6,M,2
Dead or Alive 3,XB,2001.0,Fighting,1.77,87.0,8.6,T,3
Dragon Quest Monsters: Joker,DS,2006.0,Role-Playing,1.76,75.0,7.4,E10+,0
LEGO Star Wars III: The Clone Wars,Wii,2011.0,Action,1.76,76.0,7.7,E10+,3
UFC 2009 Undisputed,PS3,2009.0,Fighting,1.76,84.0,8.1,T,3
The SpongeBob SquarePants Movie,PS2,2004.0,Platform,1.76,75.0,9.0,E,0
Golden Sun,GBA,2001.0,Role-Playing,1.76,91.0,9.3,E,0
Def Jam: Fight for NY,PS2,2004.0,Fighting,1.76,83.0,8.9,M,0
Tom Clancy's Ghost Recon,XB,2002.0,Shooter,1.76,84.0,6.1,M,1
State of Emergency,PS2,2002.0,Action,1.76,71.0,5.7,M,3
The Urbz: Sims in the City,PS2,2004.0,Simulation,1.76,70.0,8.2,T,0
Star Wars: Starfighter,PS2,2001.0,Simulation,1.76,84.0,8.0,T,0
Star Wars: Battlefront,XB,2004.0,Shooter,1.75,80.0,9.1,T,1
Madden NFL 17,PS4,2016.0,Sports,1.75,82.0,4.9,E,1
Just Cause 2,PS3,2010.0,Action,1.75,83.0,8.0,M,3
FIFA Soccer 08,PS3,2007.0,Sports,1.75,81.0,7.1,E,1
Crackdown,X360,2007.0,Shooter,1.75,83.0,8.0,M,1
Wii Party U,WiiU,2013.0,Misc,1.75,65.0,6.8,E,1
Dance Dance Revolution X,PS2,2008.0,Simulation,1.75,55.0,6.2,E10+,2
